,Outbound Flight Date,Return Flight Date,"Price, €",Outbound Flight Airlines,Outbound Flight Departure Time,Outbound Flight Arrival Time,Outbound Flight Arrival + Days,"Outbound Flight Duration, min",Outbound Flight Stops,Outbound Flight Connecting Airports,Outbound Flight Departure Airport,Outbound Flight Arrival Airport,Return Flight Airlines,Return Flight Departure Time,Return Flight Arrival Time,Return Flight Arrival + Days,"Return Flight Duration, min",Return Flight Stops,Return Flight Connecting Airports,Return Flight Departure Airport,Return Flight Arrival Airport
1145,2024-05-10,2024-05-17,2895,Lufthansa,06:00,06:55,1,1135,2,"FRA, MUC",VNO,HND,Finnair,06:00,06:55,1,995,1,HEL,NRT,VNO
1146,2024-05-10,2024-05-17,1927,airBaltic + Japan Airlines,15:30,17:20,1,1190,1,CDG,VNO,HND,Singapore Airlines,15:30,17:20,1,2025,2,"SIN, CPH",NRT,VNO
1147,2024-05-10,2024-05-17,2918,Lufthansa,06:00,06:55,1,1135,2,"FRA, MUC",VNO,HND,Japan Airlines + Finnair,06:00,06:55,1,995,1,HEL,NRT,VNO
1148,2024-05-10,2024-05-17,1548,Turkish Airlines,20:35,15:40,2,2225,2,"IST, OSA",VNO,NRT,Turkish Airlines,20:35,15:40,1,1805,1,IST,NRT,VNO
1149,2024-05-10,2024-05-17,1656,Turkish Airlines,20:35,07:55,2,1760,2,"IST, KIX",VNO,HND,Singapore Airlines,20:35,07:55,1,2025,2,"SIN, CPH",NRT,VNO
1150,2024-05-10,2024-05-17,1728,Turkish Airlines,20:35,15:40,2,2225,2,"IST, OSA",VNO,NRT,Qatar Airways + LOT,20:35,15:40,1,1410,2,"DOH, WAW",HND,VNO
1151,2024-05-10,2024-05-17,2244,KLM,08:05,18:30,1,1705,2,"AMS, CDG",VNO,HND,LOT,08:05,18:30,1,1100,1,WAW,NRT,VNO
1152,2024-05-10,2024-05-17,2628,Finnair + Qatar Airways,13:30,18:55,1,1405,2,"HEL, DOH",VNO,NRT,Finnair,13:30,18:55,1,995,1,HEL,NRT,VNO
1153,2024-05-10,2024-05-17,2902,Finnair,13:30,13:05,1,1055,1,HEL,VNO,NRT,Air France,13:30,13:05,0,1130,1,CDG,HND,VNO
1154,2024-05-10,2024-05-17,1952,Turkish Airlines,20:35,07:55,2,1760,2,"IST, KIX",VNO,HND,Qatar Airways + Finnair,20:35,07:55,1,1490,2,"DOH, HEL",HND,VNO
1155,2024-05-10,2024-05-17,1651,Turkish Airlines,20:35,08:55,2,1820,1,IST,VNO,NRT,Singapore Airlines,20:35,08:55,1,2025,2,"SIN, CPH",NRT,VNO
1156,2024-05-10,2024-05-17,1095,airBaltic + Qatar Airways,18:20,18:55,2,2555,2,"MUC, DOH",VNO,NRT,Qatar Airways + airBaltic,18:20,18:55,2,3255,2,"DOH, MUC",NRT,VNO
1157,2024-05-10,2024-05-17,2326,Turkish Airlines,20:35,07:55,2,1760,2,"IST, KIX",VNO,HND,Finnair,20:35,07:55,1,995,1,HEL,NRT,VNO
1158,2024-05-10,2024-05-17,2912,Lufthansa,06:00,06:55,1,1135,2,"FRA, MUC",VNO,HND,Japan Airlines + Finnair,06:00,06:55,1,1070,1,HEL,HND,VNO
1159,2024-05-10,2024-05-17,1947,Turkish Airlines,20:35,08:55,2,1820,1,IST,VNO,NRT,Qatar Airways + Finnair,20:35,08:55,1,1490,2,"DOH, HEL",HND,VNO
1160,2024-05-10,2024-05-17,1803,Qatar Airways,10:10,23:55,1,1905,2,"HEL, DOH",VNO,HND,Singapore Airlines,10:10,23:55,1,1670,2,"SIN, CPH",HND,VNO
1161,2024-05-10,2024-05-17,2280,Turkish Airlines,11:35,08:55,1,920,1,IST,VNO,NRT,KLM,11:35,08:55,1,1940,1,AMS,NRT,VNO
1162,2024-05-10,2024-05-17,1342,Qatar Airways,10:10,18:55,1,1605,2,"HEL, DOH",VNO,NRT,Qatar Airways + airBaltic,10:10,18:55,2,3255,2,"DOH, MUC",NRT,VNO
1163,2024-05-10,2024-05-17,1226,Scandinavian Airlines,17:45,07:55,2,1930,2,"ARN, CPH",VNO,HND,Scandinavian Airlines,17:45,07:55,2,3400,2,"CPH, ARN",HND,VNO
1164,2024-05-10,2024-05-17,1201,Scandinavian Airlines,15:50,07:55,2,2045,1,CPH,VNO,HND,Scandinavian Airlines,15:50,07:55,2,3400,2,"CPH, ARN",HND,VNO
1165,2024-05-10,2024-05-17,2173,Lufthansa,06:00,08:10,1,1210,1,FRA,VNO,HND,Turkish Airlines,06:00,08:10,1,1805,1,IST,NRT,VNO
1166,2024-05-10,2024-05-17,2175,ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,Turkish Airlines,06:00,08:10,1,1805,1,IST,NRT,VNO
1167,2024-05-10,2024-05-17,1778,Finnair + Japan Airlines,21:40,13:05,2,2005,1,HEL,VNO,NRT,Singapore Airlines,21:40,13:05,1,1685,2,"SIN, CPH",HND,VNO
1168,2024-05-10,2024-05-17,2220,Lufthansa,18:20,06:55,2,1835,1,MUC,VNO,HND,Turkish Airlines,18:20,06:55,1,1125,1,IST,HND,VNO
1169,2024-05-10,2024-05-17,2023,Finnair,13:30,16:00,1,1230,2,"HEL, FRA",VNO,NRT,Singapore Airlines,13:30,16:00,1,2025,2,"SIN, CPH",NRT,VNO
1170,2024-05-10,2024-05-17,1743,KLM,08:05,18:30,1,1705,2,"AMS, CDG",VNO,HND,KLM,08:05,18:30,1,2075,2,"CDG, AMS",HND,VNO
1171,2024-05-10,2024-05-17,2235,Lufthansa,19:30,08:10,2,1840,1,FRA,VNO,HND,Turkish Airlines,19:30,08:10,1,1125,1,IST,HND,VNO
1172,2024-05-10,2024-05-17,1988,Air France,15:30,18:30,1,1260,1,CDG,VNO,HND,KLM,15:30,18:30,1,2075,2,"CDG, AMS",HND,VNO
1173,2024-05-10,2024-05-17,1809,Singapore Airlines,06:30,21:50,1,2000,2,"CPH, SIN",VNO,HND,Singapore Airlines,06:30,21:50,1,1685,2,"SIN, CPH",HND,VNO
1174,2024-05-10,2024-05-17,1705,Turkish Airlines,20:35,15:40,2,2225,2,"IST, OSA",VNO,NRT,Singapore Airlines,20:35,15:40,1,1685,2,"SIN, CPH",HND,VNO
1175,2024-05-10,2024-05-17,2173,Lufthansa,13:40,16:45,1,1265,1,FRA,VNO,HND,Turkish Airlines,13:40,16:45,1,1805,1,IST,NRT,VNO
1176,2024-05-10,2024-05-17,2175,ANA (All Nippon Airways),13:40,16:45,1,1265,1,FRA,VNO,HND,Turkish Airlines,13:40,16:45,1,1805,1,IST,NRT,VNO
1177,2024-05-10,2024-05-17,2718,Finnair + Qatar Airways,13:30,18:55,1,1405,2,"HEL, DOH",VNO,NRT,Scandinavian Airlines,13:30,18:55,0,1070,1,CPH,HND,VNO
1178,2024-05-10,2024-05-17,2045,Turkish Airlines,20:35,07:55,2,1760,2,"IST, KIX",VNO,HND,Etihad Airways,20:35,07:55,1,1530,2,"AUH, FRA",NRT,VNO
1179,2024-05-10,2024-05-17,1304,Qatar Airways,10:10,23:55,1,1905,2,"HEL, DOH",VNO,HND,Qatar Airways + airBaltic,10:10,23:55,2,3255,2,"DOH, MUC",NRT,VNO
1180,2024-05-10,2024-05-17,1754,Turkish Airlines,20:35,07:55,2,1760,2,"IST, KIX",VNO,HND,Air India + LOT,20:35,07:55,1,2105,2,"DEL, WAW",NRT,VNO
1181,2024-05-10,2024-05-17,2316,Finnair + Qatar Airways,13:30,18:55,1,1405,2,"HEL, DOH",VNO,NRT,Etihad Airways,13:30,18:55,1,1530,2,"AUH, FRA",NRT,VNO
1182,2024-05-10,2024-05-17,3015,Air France,15:30,18:30,1,1260,1,CDG,VNO,HND,Finnair,15:30,18:30,1,995,1,HEL,NRT,VNO
1183,2024-05-10,2024-05-17,2183,Singapore Airlines,06:30,21:50,1,2000,2,"CPH, SIN",VNO,HND,Turkish Airlines,06:30,21:50,1,1125,1,IST,HND,VNO
1184,2024-05-10,2024-05-17,3105,Lufthansa,06:00,06:55,1,1135,2,"FRA, MUC",VNO,HND,Scandinavian Airlines,06:00,06:55,0,1070,1,CPH,HND,VNO
1185,2024-05-10,2024-05-17,2148,Air France,15:30,18:30,1,1260,1,CDG,VNO,HND,KLM,15:30,18:30,1,1940,1,AMS,NRT,VNO
1186,2024-05-10,2024-05-17,2311,LOT,19:15,18:30,1,1035,1,WAW,VNO,NRT,KLM,19:15,18:30,1,1940,1,AMS,NRT,VNO
1187,2024-05-10,2024-05-17,1702,Singapore Airlines,06:30,21:50,1,2000,2,"CPH, SIN",VNO,HND,Singapore Airlines,06:30,21:50,1,2040,2,"SIN, CPH",NRT,VNO
1188,2024-05-10,2024-05-17,1963,KLM,08:05,18:30,1,1705,2,"AMS, CDG",VNO,HND,Turkish Airlines,08:05,18:30,1,1805,1,IST,NRT,VNO
1189,2024-05-10,2024-05-17,3656,Turkish Airlines + ANA (All Nippon Airways),11:35,08:55,1,920,1,IST,VNO,NRT,Finnair,11:35,08:55,1,995,1,HEL,NRT,VNO
1190,2024-05-10,2024-05-17,3685,Turkish Airlines + ANA (All Nippon Airways),11:35,08:55,1,920,1,IST,VNO,NRT,Japan Airlines + Finnair,11:35,08:55,1,995,1,HEL,NRT,VNO
1191,2024-05-10,2024-05-17,1803,Qatar Airways,10:10,23:55,1,1905,2,"HEL, DOH",VNO,HND,Singapore Airlines,10:10,23:55,1,2025,2,"SIN, CPH",NRT,VNO
1192,2024-05-10,2024-05-17,3046,Air France,15:30,18:30,1,1260,1,CDG,VNO,HND,Japan Airlines + Finnair,15:30,18:30,1,1070,1,HEL,HND,VNO
1193,2024-05-10,2024-05-17,2025,Finnair + Qatar Airways,13:30,18:55,1,1405,2,"HEL, DOH",VNO,NRT,Air India + LOT,13:30,18:55,1,2105,2,"DEL, WAW",NRT,VNO
1194,2024-05-10,2024-05-17,2115,KLM,08:05,18:30,1,1705,2,"AMS, CDG",VNO,HND,Singapore Airlines,08:05,18:30,1,1670,2,"SIN, CPH",HND,VNO
1195,2024-05-10,2024-05-17,1966,KLM,08:05,18:30,1,1705,2,"AMS, CDG",VNO,HND,KLM,08:05,18:30,1,1940,1,AMS,NRT,VNO
1196,2024-05-10,2024-05-17,2527,Turkish Airlines,20:35,08:10,2,1775,2,"IST, KIX",VNO,HND,Scandinavian Airlines,20:35,08:10,0,1070,1,CPH,HND,VNO
1197,2024-05-10,2024-05-17,2544,Turkish Airlines,20:35,07:55,2,1760,2,"IST, KIX",VNO,HND,Scandinavian Airlines,20:35,07:55,0,1070,1,CPH,HND,VNO
1198,2024-05-10,2024-05-17,2252,airBaltic + Air France,15:30,18:30,1,1260,1,CDG,VNO,HND,KLM,15:30,18:30,1,1940,1,AMS,NRT,VNO
1199,2024-05-10,2024-05-17,1619,LOT + Air India,11:00,08:45,2,2385,2,"WAW, DEL",VNO,NRT,Air India + LOT,11:00,08:45,1,2105,2,"DEL, WAW",NRT,VNO
1200,2024-05-10,2024-05-17,3667,Turkish Airlines + ANA (All Nippon Airways),11:35,08:55,1,920,1,IST,VNO,NRT,Japan Airlines + Finnair,11:35,08:55,1,1070,1,HEL,HND,VNO
1201,2024-05-10,2024-05-17,3668,Turkish Airlines + ANA (All Nippon Airways),11:35,08:55,1,920,1,IST,VNO,NRT,Finnair,11:35,08:55,1,1070,1,HEL,HND,VNO
1202,2024-05-10,2024-05-17,3200,Air France,15:30,18:30,1,1260,1,CDG,VNO,HND,Scandinavian Airlines,15:30,18:30,0,1070,1,CPH,HND,VNO
1203,2024-05-10,2024-05-17,2118,Finnair + Japan Airlines,21:40,13:05,2,2005,1,HEL,VNO,NRT,Etihad Airways,21:40,13:05,1,1530,2,"AUH, FRA",NRT,VNO
1204,2024-05-10,2024-05-17,2956,Finnair + Qatar Airways,13:30,18:55,1,1405,2,"HEL, DOH",VNO,NRT,Air France,13:30,18:55,0,1130,1,CDG,HND,VNO
1205,2024-05-10,2024-05-17,2422,Singapore Airlines,06:30,21:50,1,2000,2,"CPH, SIN",VNO,HND,LOT,06:30,21:50,1,1100,1,WAW,NRT,VNO
1206,2024-05-10,2024-05-17,1827,Finnair + Japan Airlines,21:40,13:05,2,2005,1,HEL,VNO,NRT,Air India + LOT,21:40,13:05,1,2105,2,"DEL, WAW",NRT,VNO
1207,2024-05-10,2024-05-17,3317,Lufthansa,06:00,06:55,1,1135,2,"FRA, MUC",VNO,HND,Air France,06:00,06:55,0,1130,1,CDG,HND,VNO
1208,2024-05-10,2024-05-17,2346,Turkish Airlines,20:35,15:40,2,2225,2,"IST, OSA",VNO,NRT,Finnair,20:35,15:40,1,995,1,HEL,NRT,VNO
1209,2024-05-10,2024-05-17,1306,airBaltic + Qatar Airways,18:20,18:55,2,2555,2,"MUC, DOH",VNO,NRT,Qatar Airways + airBaltic,18:20,18:55,2,3235,2,"DOH, MUC",HND,VNO
1210,2024-05-10,2024-05-17,1953,airBaltic + Air France,15:30,05:55,2,1945,1,CDG,VNO,HND,KLM,15:30,05:55,1,1940,1,AMS,NRT,VNO
1211,2024-05-10,2024-05-17,1754,Turkish Airlines,20:35,15:40,2,2225,2,"IST, OSA",VNO,NRT,Air India + LOT,20:35,15:40,1,2105,2,"DEL, WAW",NRT,VNO
1212,2024-05-10,2024-05-17,3843,Turkish Airlines + ANA (All Nippon Airways),11:35,08:55,1,920,1,IST,VNO,NRT,Scandinavian Airlines,11:35,08:55,0,1070,1,CPH,HND,VNO
1213,2024-05-10,2024-05-17,2045,Turkish Airlines,20:35,15:40,2,2225,2,"IST, OSA",VNO,NRT,Etihad Airways,20:35,15:40,1,1530,2,"AUH, FRA",NRT,VNO
1214,2024-05-10,2024-05-17,2115,KLM,08:05,18:30,1,1705,2,"AMS, CDG",VNO,HND,Singapore Airlines,08:05,18:30,1,2025,2,"SIN, CPH",NRT,VNO
1215,2024-05-10,2024-05-17,2320,Singapore Airlines,06:30,21:50,1,2000,2,"CPH, SIN",VNO,HND,Qatar Airways + LOT,06:30,21:50,1,1410,2,"DOH, WAW",HND,VNO
1216,2024-05-10,2024-05-17,2174,Lufthansa,18:20,06:55,2,1835,1,MUC,VNO,HND,Turkish Airlines,18:20,06:55,1,1805,1,IST,NRT,VNO
1217,2024-05-10,2024-05-17,2189,Lufthansa,19:30,08:10,2,1840,1,FRA,VNO,HND,Turkish Airlines,19:30,08:10,1,1805,1,IST,NRT,VNO
1218,2024-05-10,2024-05-17,3654,Turkish Airlines + ANA (All Nippon Airways),11:35,08:55,1,920,1,IST,VNO,NRT,Japan Airlines + Finnair,11:35,08:55,1,1270,2,"KIX, HEL",NRT,VNO
1219,2024-05-10,2024-05-17,2765,Turkish Airlines,20:35,08:10,2,1775,2,"IST, KIX",VNO,HND,Air France,20:35,08:10,0,1130,1,CDG,HND,VNO
1220,2024-05-10,2024-05-17,2572,airBaltic + Japan Airlines,15:30,17:20,1,1190,1,CDG,VNO,HND,KLM,15:30,17:20,1,1940,1,AMS,NRT,VNO
1221,2024-05-10,2024-05-17,2636,Finnair + Japan Airlines,21:40,13:05,2,2005,1,HEL,VNO,NRT,Scandinavian Airlines,21:40,13:05,0,1070,1,CPH,HND,VNO
1222,2024-05-10,2024-05-17,2809,Turkish Airlines,20:35,07:55,2,1760,2,"IST, KIX",VNO,HND,Air France,20:35,07:55,0,1130,1,CDG,HND,VNO
1223,2024-05-10,2024-05-17,2142,Singapore Airlines,06:30,21:50,1,2000,2,"CPH, SIN",VNO,HND,Turkish Airlines,06:30,21:50,1,1805,1,IST,NRT,VNO
1224,2024-05-10,2024-05-17,4076,Turkish Airlines + ANA (All Nippon Airways),11:35,08:55,1,920,1,IST,VNO,NRT,Air France,11:35,08:55,0,1130,1,CDG,HND,VNO
1225,2024-05-10,2024-05-17,2546,Turkish Airlines,20:35,15:40,2,2225,2,"IST, OSA",VNO,NRT,Scandinavian Airlines,20:35,15:40,0,1070,1,CPH,HND,VNO
1226,2024-05-10,2024-05-17,3386,Air France,15:30,21:05,1,1415,2,"CDG, ICN",VNO,NRT,Air France,15:30,21:05,0,1130,1,CDG,HND,VNO
1227,2024-05-10,2024-05-17,4222,Turkish Airlines,11:35,08:55,1,920,1,IST,VNO,NRT,Air China + Scandinavian Airlines,11:35,08:55,0,1125,2,"PEK, ARN",HND,VNO
1228,2024-05-10,2024-05-17,1917,Etihad Airways,06:00,13:00,1,1500,2,"FRA, AUH",VNO,NRT,Etihad Airways + airBaltic,06:00,13:00,2,3010,2,"AUH, AMS",NRT,VNO
1229,2024-05-10,2024-05-17,2922,Singapore Airlines,06:30,21:50,1,2000,2,"CPH, SIN",VNO,HND,Finnair,06:30,21:50,1,995,1,HEL,NRT,VNO
1230,2024-05-10,2024-05-17,2862,Finnair + Japan Airlines,21:40,13:05,2,2005,1,HEL,VNO,NRT,Air France,21:40,13:05,0,1130,1,CDG,HND,VNO
1231,2024-05-10,2024-05-17,3386,Air France,15:30,22:50,1,1520,2,"CDG, ICN",VNO,HND,Air France,15:30,22:50,0,1130,1,CDG,HND,VNO
1232,2024-05-10,2024-05-17,4222,Turkish Airlines,20:35,19:20,1,1005,1,IST,VNO,HND,Air China + Scandinavian Airlines,20:35,19:20,0,1125,2,"PEK, ARN",HND,VNO
1233,2024-05-10,2024-05-17,2739,Air France,15:30,09:35,2,2165,2,"CDG, AMS",VNO,NRT,Air France,15:30,09:35,0,1130,1,CDG,HND,VNO
1234,2024-05-10,2024-05-17,4243,LOT,19:15,18:30,1,1035,1,WAW,VNO,NRT,Air China + Scandinavian Airlines,19:15,18:30,0,1125,2,"PEK, ARN",HND,VNO
1235,2024-05-10,2024-05-17,4585,Turkish Airlines,11:35,08:55,1,920,1,IST,VNO,NRT,ANA (All Nippon Airways),11:35,08:55,0,1090,1,FRA,HND,VNO
1236,2024-05-10,2024-05-17,3383,LOT,19:15,18:30,1,1035,1,WAW,VNO,NRT,Asiana Airlines + Lufthansa,19:15,18:30,0,1705,2,"ICN, FRA",HND,VNO
1237,2024-05-10,2024-05-17,2765,Turkish Airlines,20:35,15:40,2,2225,2,"IST, OSA",VNO,NRT,Air France,20:35,15:40,0,1130,1,CDG,HND,VNO
1238,2024-05-10,2024-05-17,2643,Singapore Airlines,06:30,21:50,1,2000,2,"CPH, SIN",VNO,HND,Etihad Airways,06:30,21:50,1,1530,2,"AUH, FRA",NRT,VNO
1239,2024-05-10,2024-05-17,2966,ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,KLM,06:00,08:10,1,1940,1,AMS,NRT,VNO
1240,2024-05-10,2024-05-17,2973,Lufthansa + ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,KLM,06:00,08:10,1,1940,1,AMS,NRT,VNO
1241,2024-05-10,2024-05-17,3421,LOT + Qatar Airways,14:45,18:55,1,1330,2,"WAW, DOH",VNO,NRT,Qatar Airways + LOT,14:45,18:55,1,1410,2,"DOH, WAW",HND,VNO
1242,2024-05-10,2024-05-17,4302,Finnair + Japan Airlines,13:30,13:05,1,1055,1,HEL,VNO,NRT,Air China + Scandinavian Airlines,13:30,13:05,0,1125,2,"PEK, ARN",HND,VNO
1243,2024-05-10,2024-05-17,3421,LOT + Qatar Airways,14:45,18:55,1,1330,2,"WAW, DOH",VNO,NRT,Qatar Airways + LOT,14:45,18:55,1,1430,2,"DOH, WAW",NRT,VNO
1244,2024-05-10,2024-05-17,2835,Singapore Airlines,06:30,15:55,1,1645,2,"CPH, SIN",VNO,HND,Singapore Airlines,06:30,15:55,1,1685,2,"SIN, CPH",HND,VNO
1245,2024-05-10,2024-05-17,4552,Turkish Airlines,11:35,08:55,1,920,1,IST,VNO,NRT,ANA (All Nippon Airways) + airBaltic,11:35,08:55,0,1165,1,MUC,HND,VNO
1246,2024-05-10,2024-05-17,3442,Finnair + Japan Airlines,13:30,13:05,1,1055,1,HEL,VNO,NRT,Asiana Airlines + Lufthansa,13:30,13:05,0,1705,2,"ICN, FRA",HND,VNO
1247,2024-05-10,2024-05-17,2966,ANA (All Nippon Airways),13:40,16:45,1,1265,1,FRA,VNO,HND,KLM,13:40,16:45,1,1940,1,AMS,NRT,VNO
1248,2024-05-10,2024-05-17,4364,Finnair,13:30,13:05,1,1055,1,HEL,VNO,NRT,Air China + Scandinavian Airlines,13:30,13:05,0,1125,2,"PEK, ARN",HND,VNO
1249,2024-05-10,2024-05-17,2973,Lufthansa + ANA (All Nippon Airways),13:40,16:45,1,1265,1,FRA,VNO,HND,KLM,13:40,16:45,1,1940,1,AMS,NRT,VNO
1250,2024-05-10,2024-05-17,3123,Singapore Airlines,06:30,21:50,1,2000,2,"CPH, SIN",VNO,HND,Scandinavian Airlines,06:30,21:50,0,1070,1,CPH,HND,VNO
1251,2024-05-10,2024-05-17,4712,Turkish Airlines,11:35,08:55,1,920,1,IST,VNO,NRT,ANA (All Nippon Airways) + Turkish Airlines,11:35,08:55,1,1125,1,IST,HND,VNO
1252,2024-05-10,2024-05-17,2350,Singapore Airlines,06:30,21:50,1,2000,2,"CPH, SIN",VNO,HND,Air India + LOT,06:30,21:50,1,2105,2,"DEL, WAW",NRT,VNO
1253,2024-05-10,2024-05-17,3398,LOT + Qatar Airways,14:45,18:55,1,1330,2,"WAW, DOH",VNO,NRT,Qatar Airways,14:45,18:55,1,1510,2,"DOH, HEL",NRT,VNO
1254,2024-05-10,2024-05-17,3504,Finnair,13:30,13:05,1,1055,1,HEL,VNO,NRT,Asiana Airlines + Lufthansa,13:30,13:05,0,1705,2,"ICN, FRA",HND,VNO
1255,2024-05-10,2024-05-17,4498,Turkish Airlines,20:35,19:20,1,1005,1,IST,VNO,HND,ANA (All Nippon Airways) + airBaltic,20:35,19:20,0,1165,1,MUC,HND,VNO
1256,2024-05-10,2024-05-17,4596,LOT,19:15,18:30,1,1035,1,WAW,VNO,NRT,ANA (All Nippon Airways),19:15,18:30,0,1090,1,FRA,HND,VNO
1257,2024-05-10,2024-05-17,3303,Finnair + Japan Airlines,13:30,13:05,1,1055,1,HEL,VNO,NRT,KLM,13:30,13:05,1,1940,1,AMS,NRT,VNO
1258,2024-05-10,2024-05-17,3381,Air France,15:30,18:30,1,1260,1,CDG,VNO,HND,Air France,15:30,18:30,0,1670,1,CDG,HND,VNO
1259,2024-05-17,2024-05-24,941,Finnair,13:30,13:05,1,1055,1,HEL,VNO,NRT,Finnair,13:30,13:05,1,995,1,HEL,NRT,VNO
1260,2024-05-17,2024-05-24,844,Turkish Airlines,11:35,08:55,1,920,1,IST,VNO,NRT,Turkish Airlines,11:35,08:55,1,1640,2,"KIX, IST",HND,VNO
1261,2024-05-17,2024-05-24,971,Finnair,13:30,13:05,1,1055,1,HEL,VNO,NRT,Finnair,13:30,13:05,1,1070,1,HEL,HND,VNO
1262,2024-05-17,2024-05-24,971,Finnair,13:30,13:50,1,1100,1,HEL,VNO,HND,Finnair,13:30,13:50,1,995,1,HEL,NRT,VNO
1263,2024-05-17,2024-05-24,871,Turkish Airlines,11:35,08:55,1,920,1,IST,VNO,NRT,Jetstar + Turkish Airlines,11:35,08:55,1,1330,2,"KIX, IST",NRT,VNO
1264,2024-05-17,2024-05-24,941,Finnair,10:10,13:05,1,1255,1,HEL,VNO,NRT,Finnair,10:10,13:05,1,995,1,HEL,NRT,VNO
1265,2024-05-17,2024-05-24,870,Turkish Airlines,11:35,08:55,1,920,1,IST,VNO,NRT,ANA (All Nippon Airways) + Turkish Airlines,11:35,08:55,1,1420,2,"OSA, IST",HND,VNO
1266,2024-05-17,2024-05-24,891,Turkish Airlines,11:35,08:55,1,920,1,IST,VNO,NRT,ANA (All Nippon Airways) + Turkish Airlines,11:35,08:55,1,1355,2,"KIX, IST",HND,VNO
1267,2024-05-17,2024-05-24,1001,Finnair,13:30,13:50,1,1100,1,HEL,VNO,HND,Finnair,13:30,13:50,1,1070,1,HEL,HND,VNO
1268,2024-05-17,2024-05-24,1047,Turkish Airlines,11:35,08:55,1,920,1,IST,VNO,NRT,Turkish Airlines,11:35,08:55,1,1125,1,IST,HND,VNO
1269,2024-05-17,2024-05-24,971,Finnair,10:10,13:50,1,1300,1,HEL,VNO,HND,Finnair,10:10,13:50,1,995,1,HEL,NRT,VNO
1270,2024-05-17,2024-05-24,971,Finnair,10:10,13:05,1,1255,1,HEL,VNO,NRT,Finnair,10:10,13:05,1,1070,1,HEL,HND,VNO
1271,2024-05-17,2024-05-24,1003,Turkish Airlines,11:35,08:55,1,920,1,IST,VNO,NRT,Turkish Airlines,11:35,08:55,1,1355,2,"KIX, IST",HND,VNO
1272,2024-05-17,2024-05-24,1032,Finnair + Japan Airlines,13:30,13:05,1,1055,1,HEL,VNO,NRT,Finnair,13:30,13:05,1,995,1,HEL,NRT,VNO
1273,2024-05-17,2024-05-24,1049,Finnair,13:30,13:05,1,1055,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,1,995,1,HEL,NRT,VNO
1274,2024-05-17,2024-05-24,1032,Finnair + Japan Airlines,13:30,13:50,1,1100,1,HEL,VNO,HND,Finnair,13:30,13:50,1,995,1,HEL,NRT,VNO
1275,2024-05-17,2024-05-24,950,Turkish Airlines,20:35,19:20,1,1005,1,IST,VNO,HND,Jetstar + Turkish Airlines,20:35,19:20,1,1330,2,"KIX, IST",NRT,VNO
1276,2024-05-17,2024-05-24,1069,Finnair + Japan Airlines,13:30,13:05,1,1055,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,1,995,1,HEL,NRT,VNO
1277,2024-05-17,2024-05-24,1048,Finnair,13:30,13:05,1,1055,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,1,1070,1,HEL,HND,VNO
1278,2024-05-17,2024-05-24,1053,Finnair + Japan Airlines,13:30,13:05,1,1055,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,1,1070,1,HEL,HND,VNO
1279,2024-05-17,2024-05-24,950,Turkish Airlines,20:35,19:20,1,1005,1,IST,VNO,HND,ANA (All Nippon Airways) + Turkish Airlines,20:35,19:20,1,1420,2,"OSA, IST",HND,VNO
1280,2024-05-17,2024-05-24,1071,Finnair + Japan Airlines,13:30,13:05,1,1055,1,HEL,VNO,NRT,Finnair,13:30,13:05,1,1070,1,HEL,HND,VNO
1281,2024-05-17,2024-05-24,1053,Finnair + Japan Airlines,13:30,13:50,1,1100,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,1,1070,1,HEL,HND,VNO
1282,2024-05-17,2024-05-24,1078,Finnair,13:30,13:50,1,1100,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,1,995,1,HEL,NRT,VNO
1283,2024-05-17,2024-05-24,995,British Airways + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Finnair,10:10,13:55,1,995,1,HEL,NRT,VNO
1284,2024-05-17,2024-05-24,1008,British Airways + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,1,995,1,HEL,NRT,VNO
1285,2024-05-17,2024-05-24,848,Scandinavian Airlines,21:50,07:55,2,1685,2,"ARN, CPH",VNO,HND,Scandinavian Airlines,21:50,07:55,0,1070,1,CPH,HND,VNO
1286,2024-05-17,2024-05-24,1079,Finnair,13:30,13:50,1,1100,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,1,1070,1,HEL,HND,VNO
1287,2024-05-17,2024-05-24,1043,British Airways + Japan Airlines,10:10,13:05,1,1255,1,HEL,VNO,NRT,Finnair,10:10,13:05,1,995,1,HEL,NRT,VNO
1288,2024-05-17,2024-05-24,1089,Finnair + Japan Airlines,13:30,13:50,1,1100,1,HEL,VNO,HND,Finnair,13:30,13:50,1,1070,1,HEL,HND,VNO
